,Jak Pan/Pani ocenia wygodę jazdy pojazdami komunikacji zbiorowej?,Jak Pan/Pani ocenia punktualność komunikacji zbiorowej we Wrocławiu?,Jak ocenia Pan/Pani efekty dotychczasowych działań związanych z rozbudową systemu rowerowego we Wrocławiu (dróg i parkingów rowerowych)?,PIESZO Niekorzystne ustawienia sygnalizacji świetlnej,PIESZO Brak chodników i konieczność poruszania się jezdnią/poboczem/wydeptaną ścieżką,PIESZO Zły stan nawierzchni chodników,PIESZO Zastawianie chodników przez parkujące samochody,PIESZO Niebezpieczne zachowania kierowców,PIESZO Zagrożenie ze strony rowerzystów poruszających się chodnikami,PIESZO Zbyt wysokie krawężniki,PIESZO Brak bieżącego utrzymania czystości/odśnieżania,PIESZO Niewystarczająca liczba przejść dla pieszych,"PIESZO Brak miejsc wypoczynku na trasie dojścia (np. ławki, zieleń)",PIESZO Uciążliwy ruch kołowy,PIESZO Niewłaściwe oświetlenie ciągów pieszych,Liczba osób w gospodarstwie domowym [ogółem],Liczba osób w gospodarstwie domowym [powyżej 6 roku życia],Rower,Przedział wiekowy,Płeć,Kondycja fizyczna,Opieka nad innymi osobami,Posiadanie prawa jazdy kat. B,Posiadanie biletu okresowego,Posiadanie ulgi na przejazd komunikację zbiorową,ŹRÓDŁO Czas rozpoczęcia,ŹRÓDŁO Z jakiego miejsca,ŹRÓDŁO Nr rejonu,CEL Do jakiego miejsca,CEL Nr rejonu,Pora dnia (godzina),Motywacje (skąd-dokąd),Środek transportu grupa,Samochód,Przebyta odległość,age_sex_comb,CEL_dom,CEL_inne,CEL_praca,CEL_szkoła,CEL_uczelnia,ŹRÓDŁO Godzina rozpoczęcia
113,3,3,2,1,0,1,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,3,0,1,1,1,1,0.0,16:00:00,praca,126.0,dom,48.0,3,praca-dom,1,1.0,2586.638588198821,25-44_M,1,0,0,0,0,16
114,2,3,2,0,0,0,0,0,0,0,0,0,1,1,0,4.0,4.0,4.0,3,1,1,1,1,0,0.0,07:40:00,dom,48.0,szkoła,46.0,1,dom-szkoła,2,1.0,759.7693348710436,25-44_K,0,0,0,1,0,7
115,2,3,2,0,0,0,0,0,0,0,0,0,1,1,0,4.0,4.0,4.0,3,1,1,1,1,0,0.0,12:20:00,szkoła,46.0,dom,48.0,2,szkoła-dom,2,1.0,759.7693348710436,25-44_K,1,0,0,0,0,12
118,3,1,3,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,2.0,1,0,1,0,1,0,0.0,11:00:00,dom,121.0,inne,120.0,2,dom-Inne,0,1.0,661.4302213544339,16-19_M,0,1,0,0,0,11
119,3,1,3,0,0,1,1,0,0,0,0,0,0,0,0,3.0,3.0,2.0,1,0,1,0,1,0,0.0,12:00:00,Inne,120.0,dom,121.0,2,Inne-dom,0,1.0,661.4302213544339,16-19_M,1,0,0,0,0,12
120,3,4,2,0,0,0,0,1,0,1,0,0,0,1,0,3.0,3.0,1.0,5,1,0,0,0,0,0.5,11:30:00,dom,117.0,inne,366.0,2,dom-Inne,2,0.0,292.7133567190616,61-x_K,0,1,0,0,0,11
121,3,4,2,0,0,0,0,1,0,1,0,0,0,1,0,3.0,3.0,1.0,5,1,0,0,0,0,0.5,13:00:00,Inne,366.0,dom,117.0,2,Inne-dom,2,0.0,292.7133567190616,61-x_K,1,0,0,0,0,13
122,2,3,2,1,0,0,0,0,0,0,1,0,0,0,0,3.0,3.0,2.0,1,1,1,0,0,1,0.5,07:50:00,dom,117.0,szkoła,27.0,1,dom-szkoła,1,1.0,4396.219663514593,16-19_K,0,0,0,1,0,7
123,2,3,2,1,0,0,0,0,0,0,1,0,0,0,0,3.0,3.0,2.0,1,1,1,0,0,1,0.5,14:00:00,szkoła,27.0,dom,117.0,3,szkoła-dom,1,1.0,4396.219663514593,16-19_K,1,0,0,0,0,14
124,3,2,3,1,0,1,0,0,0,0,0,0,0,1,0,2.0,2.0,1.0,4,1,1,0,0,0,0.0,14:00:00,dom,117.0,inne,120.0,3,dom-Inne,2,0.0,486.32735403418565,45-60_K,0,1,0,0,0,14
125,3,2,3,1,0,1,0,0,0,0,0,0,0,1,0,2.0,2.0,1.0,4,1,1,0,0,0,0.0,16:00:00,Inne,120.0,dom,117.0,3,Inne-dom,2,0.0,486.32735403418565,45-60_K,1,0,0,0,0,16
126,2,3,3,0,0,1,1,0,0,0,1,0,0,0,0,3.0,3.0,1.0,3,0,1,1,1,0,0.0,08:20:00,dom,121.0,praca,174.0,1,dom-praca,0,1.0,4226.633447053519,25-44_M,0,0,1,0,0,8
127,2,3,3,0,0,1,1,0,0,0,1,0,0,0,0,3.0,3.0,1.0,3,0,1,1,1,0,0.0,17:00:00,praca,174.0,dom,121.0,3,praca-dom,0,1.0,4226.633447053519,25-44_M,1,0,0,0,0,17
128,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,0,1,1,0.0,10:00:00,dom,36.0,inne,18.0,2,dom-Inne,0,1.0,1765.0631699278586,45-60_K,0,1,0,0,0,10
129,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,1,1,0,1,1,0.0,13:30:00,Inne,18.0,dom,36.0,2,Inne-dom,1,1.0,1765.0631699278586,45-60_K,1,0,0,0,0,13
130,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,0,1,1,0.0,10:00:00,dom,36.0,inne,18.0,2,dom-Inne,0,1.0,1765.0631699278586,45-65_M,0,1,0,0,0,10
131,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,4,0,1,0,1,1,0.0,10:20:00,Inne,18.0,dom,36.0,2,Inne-dom,0,1.0,1765.0631699278586,45-65_M,1,0,0,0,0,10
132,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,1,1,1,0,1,1,0.5,10:00:00,dom,36.0,uczelnia,3.0,2,dom-uczelnia,1,2.0,1224.0998778711596,16-19_K,0,0,0,0,1,10
133,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,1,1,1,0,1,1,0.5,15:00:00,uczelnia,3.0,dom,36.0,3,uczelnia-dom,1,2.0,1224.0998778711596,16-19_K,1,0,0,0,0,15
134,3,3,4,0,0,1,0,0,1,0,0,1,0,0,0,3.0,3.0,1.0,2,1,1,0,1,1,0.5,08:00:00,dom,36.0,uczelnia,30.0,1,dom-uczelnia,1,0.0,1672.448210801532,20-24_K,0,0,0,0,1,8
135,3,3,4,0,0,1,0,0,1,0,0,1,0,0,0,3.0,3.0,1.0,2,1,1,0,1,1,0.5,14:00:00,uczelnia,30.0,dom,36.0,3,uczelnia-dom,1,0.0,1672.448210801532,20-24_K,1,0,0,0,0,14
136,2,2,4,1,0,0,0,0,1,0,0,1,0,0,0,4.0,4.0,1.0,2,1,1,0,0,1,0.0,07:30:00,dom,36.0,praca,1.0,1,dom-praca,1,2.0,1778.4842245795896,20-24_K,0,0,1,0,0,7
137,2,2,4,1,0,0,0,0,1,0,0,1,0,0,0,4.0,4.0,1.0,2,1,1,0,0,1,0.0,14:00:00,praca,1.0,dom,36.0,3,praca-dom,1,2.0,1778.4842245795896,20-24_K,1,0,0,0,0,14
138,3,3,4,1,0,0,0,0,1,0,0,1,0,0,0,4.0,4.0,1.0,4,1,1,0,1,0,0.0,12:00:00,dom,36.0,inne,342.0,2,dom-Inne,2,2.0,608.9468399083383,45-60_K,0,1,0,0,0,12
139,3,3,4,1,0,0,0,0,1,0,0,1,0,0,0,4.0,4.0,1.0,4,1,1,0,1,0,0.0,13:00:00,Inne,342.0,dom,36.0,2,Inne-dom,2,2.0,608.9468399083383,45-60_K,1,0,0,0,0,13
140,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,2,1,1,0,1,0,0.5,07:00:00,dom,36.0,uczelnia,28.0,1,dom-uczelnia,1,0.0,2019.6861372532187,20-24_K,0,0,0,0,1,7
141,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,2,1,1,0,1,0,0.5,13:00:00,uczelnia,28.0,dom,36.0,2,uczelnia-dom,1,0.0,2019.6861372532187,20-24_K,1,0,0,0,0,13
142,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,3,0,1,0,1,0,0.0,18:00:00,dom,36.0,praca,52.0,3,dom-praca,0,2.0,3499.461501756552,25-44_M,0,0,1,0,0,18
143,4,3,3,0,0,0,0,0,1,0,0,1,0,0,0,5.0,4.0,2.0,3,1,1,1,0,1,0.0,08:30:00,dom,36.0,inne,35.0,1,dom-Inne,2,1.0,544.2770453417194,25-44_K,0,1,0,0,0,8
144,4,3,3,0,0,0,0,0,1,0,0,1,0,0,0,5.0,4.0,2.0,3,1,1,1,0,1,0.0,08:35:00,Inne,35.0,dom,36.0,1,Inne-dom,2,1.0,544.2770453417194,25-44_K,1,0,0,0,0,8
145,4,3,3,0,0,0,0,0,1,0,0,1,0,0,0,5.0,4.0,2.0,3,1,1,1,0,1,0.0,15:00:00,dom,36.0,inne,35.0,3,dom-Inne,2,1.0,544.2770453417194,25-44_K,0,1,0,0,0,15
146,4,3,3,0,0,0,0,0,1,0,0,1,0,0,0,5.0,4.0,2.0,3,1,1,1,0,1,0.0,15:10:00,Inne,35.0,dom,36.0,3,Inne-dom,2,1.0,544.2770453417194,25-44_K,1,0,0,0,0,15
147,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,2.0,2.0,1.0,5,1,1,0,0,1,0.5,08:30:00,dom,36.0,inne,139.0,1,dom-Inne,0,1.0,5547.33206135793,61-x_K,0,1,0,0,0,8
148,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,2.0,2.0,1.0,5,1,1,0,0,1,0.5,11:00:00,Inne,139.0,dom,36.0,2,Inne-dom,0,1.0,5547.33206135793,61-x_K,1,0,0,0,0,11
149,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,2.0,2.0,1.0,5,1,1,0,0,1,0.5,12:10:00,dom,36.0,inne,196.0,2,dom-Inne,1,1.0,6892.8755327182325,61-x_K,0,1,0,0,0,12
150,3,3,3,0,0,1,0,0,0,1,0,0,0,0,0,2.0,2.0,1.0,5,1,1,0,0,1,0.5,17:00:00,Inne,196.0,dom,36.0,3,Inne-dom,1,1.0,6892.8755327182325,61-x_K,1,0,0,0,0,17
151,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,5,0,1,0,1,0,0.5,08:30:00,dom,36.0,inne,139.0,1,dom-Inne,0,1.0,5547.33206135793,66-x_M,0,1,0,0,0,8
152,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,5,0,1,0,1,0,0.5,11:00:00,Inne,139.0,dom,36.0,2,Inne-dom,0,1.0,5547.33206135793,66-x_M,1,0,0,0,0,11
153,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,2,0,1,0,1,0,0.0,08:30:00,dom,36.0,praca,91.0,1,dom-praca,3,1.0,1564.1877247905697,20-24_M,0,0,1,0,0,8
154,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,2,0,1,0,1,0,0.0,17:00:00,praca,91.0,dom,36.0,3,praca-dom,3,1.0,1564.1877247905697,20-24_M,1,0,0,0,0,17
155,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,1,0,0,0,1,0.5,10:00:00,dom,36.0,inne,56.0,2,dom-Inne,1,0.0,4756.834710331532,45-60_K,0,1,0,0,0,10
156,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,4,1,0,0,0,1,0.5,17:00:00,Inne,56.0,dom,36.0,3,Inne-dom,1,0.0,4756.834710331532,45-60_K,1,0,0,0,0,17
157,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,4,0,1,0,1,0,0.5,07:40:00,dom,36.0,praca,89.0,1,dom-praca,0,3.0,1327.3605777272714,45-65_M,0,0,1,0,0,7
158,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,4,0,1,0,1,0,0.5,15:00:00,praca,89.0,dom,36.0,3,praca-dom,0,3.0,1327.3605777272714,45-65_M,1,0,0,0,0,15
159,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,4,1,1,0,0,0,0.0,07:00:00,dom,36.0,praca,30.0,1,dom-praca,2,1.0,1672.448210801532,45-60_K,0,0,1,0,0,7
160,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.0,4,1,1,0,0,0,0.0,15:00:00,praca,30.0,dom,36.0,3,praca-dom,2,1.0,1672.448210801532,45-60_K,1,0,0,0,0,15
161,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,07:00:00,dom,36.0,uczelnia,27.0,1,dom-uczelnia,2,0.0,1424.2770884610443,20-24_M,0,0,0,0,1,7
162,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,2,0,1,0,1,0,0.5,15:00:00,uczelnia,27.0,dom,36.0,3,uczelnia-dom,2,0.0,1424.2770884610443,20-24_M,1,0,0,0,0,15
163,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,3.0,2.0,1.0,3,1,1,1,0,0,0.0,06:30:00,dom,36.0,praca,305.0,1,dom-praca,1,1.0,7055.669690888885,25-44_K,0,0,1,0,0,6
164,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,2,0,1,0,1,1,0.5,09:35:00,dom,57.0,uczelnia,28.0,1,dom-uczelnia,1,0.0,4367.858107467881,20-24_M,0,0,0,0,1,9
165,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,3.0,2.0,1.0,3,0,1,1,1,0,0.0,08:00:00,dom,36.0,praca,1.0,1,dom-praca,1,1.0,1778.4842245795896,25-44_M,0,0,1,0,0,8
166,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,3.0,2.0,1.0,3,0,1,1,1,0,0.0,15:00:00,praca,1.0,dom,36.0,3,praca-dom,1,1.0,1778.4842245795896,25-44_M,1,0,0,0,0,15
167,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,3.0,3.0,2.0,1,1,1,0,0,1,0.5,07:30:00,dom,36.0,szkoła,40.0,1,dom-szkoła,1,1.0,1205.128480764775,16-19_K,0,0,0,1,0,7
168,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,3.0,3.0,2.0,1,1,1,0,0,1,0.5,15:00:00,szkoła,40.0,dom,36.0,3,szkoła-dom,1,1.0,1205.128480764775,16-19_K,1,0,0,0,0,15
169,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,1,1,0,0.0,08:10:00,dom,36.0,praca,35.0,1,dom-praca,2,1.0,544.2770453417194,45-60_K,0,0,1,0,0,8
170,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,1,1,0,0.0,17:10:00,praca,35.0,dom,36.0,3,praca-dom,0,1.0,544.2770453417194,45-60_K,1,0,0,0,0,17
171,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,1,1,0,0.0,06:50:00,dom,36.0,praca,35.0,1,dom-praca,0,1.0,544.2770453417194,45-65_M,0,0,1,0,0,6
172,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,0,1,1,1,0,0.0,17:10:00,praca,35.0,dom,36.0,3,praca-dom,0,1.0,544.2770453417194,45-65_M,1,0,0,0,0,17
173,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,2,0,1,0,1,1,0.0,08:05:00,dom,36.0,praca,120.0,1,dom-praca,1,1.0,3958.0741867857028,20-24_M,0,0,1,0,0,8
174,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,2,0,1,0,1,1,0.0,17:00:00,praca,120.0,dom,36.0,3,praca-dom,1,1.0,3958.0741867857028,20-24_M,1,0,0,0,0,17
175,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,5,1,1,0,0,1,0.5,07:05:00,dom,36.0,praca,10.0,1,dom-praca,1,1.0,2517.0675503958955,61-x_K,0,0,1,0,0,7
176,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2.0,1.0,5,1,1,0,0,1,0.5,21:00:00,praca,10.0,dom,36.0,4,praca-dom,1,1.0,2517.0675503958955,61-x_K,1,0,0,0,0,21
178,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,5,1,1,0,0,0,0.5,10:00:00,dom,36.0,inne,342.0,2,dom-Inne,2,0.0,608.9468399083383,61-x_K,0,1,0,0,0,10
179,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,3.0,5,1,1,0,0,0,0.5,10:20:00,Inne,342.0,dom,36.0,2,Inne-dom,2,0.0,608.9468399083383,61-x_K,1,0,0,0,0,10
180,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,3.0,5,1,1,0,0,1,0.5,07:00:00,dom,85.0,praca,80.0,1,dom-praca,0,0.0,2356.2068379000125,61-x_K,0,0,1,0,0,7
181,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4.0,4.0,3.0,5,1,1,0,0,1,0.5,13:00:00,praca,80.0,dom,85.0,2,praca-dom,0,0.0,2356.2068379000125,61-x_K,1,0,0,0,0,13
184,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,5,0,1,0,1,0,0.5,11:30:00,dom,85.0,inne,30.0,2,dom-Inne,1,0.0,3564.9102210638475,66-x_M,0,1,0,0,0,11
185,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,2.0,5,0,1,0,1,0,0.5,19:00:00,Inne,30.0,dom,85.0,4,Inne-dom,1,0.0,3564.9102210638475,66-x_M,1,0,0,0,0,19
186,2,2,4,0,0,0,0,1,1,0,0,0,0,0,0,4.0,2.0,5.0,3,0,0,1,1,0,0.0,09:00:00,dom,85.0,praca,142.0,1,dom-praca,0,2.0,5614.78648289797,25-44_M,0,0,1,0,0,9
187,2,2,4,0,0,0,0,1,1,0,0,0,0,0,0,4.0,2.0,5.0,3,0,0,1,1,0,0.0,09:30:00,praca,142.0,praca,4.0,1,praca-praca,0,2.0,3894.214458757776,25-44_M,0,0,1,0,0,9
188,2,2,4,0,0,0,0,1,1,0,0,0,0,0,0,4.0,2.0,5.0,3,0,0,1,1,0,0.0,13:00:00,praca,4.0,dom,85.0,2,praca-dom,0,2.0,4913.379498090793,25-44_M,1,0,0,0,0,13
189,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,5.0,3,1,1,1,1,0,0.0,07:00:00,dom,85.0,praca,339.0,1,dom-praca,3,2.0,5326.415800887505,25-44_K,0,0,1,0,0,7
190,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,5.0,3,1,1,1,1,0,0.0,16:00:00,praca,339.0,dom,85.0,3,praca-dom,3,2.0,5326.415800887505,25-44_K,1,0,0,0,0,16
192,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,1,0,0,0,1.0,09:00:00,dom,35.0,inne,338.0,1,dom-Inne,1,0.0,3947.575866937981,61-x_K,0,1,0,0,0,9
193,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,1,1,0,0,0,1.0,17:30:00,Inne,338.0,dom,35.0,3,Inne-dom,1,0.0,3947.575866937981,61-x_K,1,0,0,0,0,17
194,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,10:00:00,dom,35.0,praca,100.0,2,dom-praca,1,0.0,1979.7491811011441,61-x_K,0,0,1,0,0,10
195,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,14:15:00,praca,100.0,dom,35.0,3,praca-dom,1,0.0,1979.7491811011441,61-x_K,1,0,0,0,0,14
200,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,09:00:00,dom,35.0,inne,91.0,1,dom-Inne,1,0.0,1311.472824597016,61-x_K,0,1,0,0,0,9
201,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,5,1,0,0,0,0,1.0,10:00:00,Inne,91.0,dom,35.0,2,Inne-dom,1,0.0,1311.472824597016,61-x_K,1,0,0,0,0,10
203,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,3,0,1,0,1,0,0.0,06:30:00,dom,35.0,praca,175.0,1,dom-praca,0,2.0,7136.689357031928,25-44_M,0,0,1,0,0,6
204,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,1.0,3,0,1,0,1,0,0.0,17:30:00,praca,175.0,dom,35.0,3,praca-dom,0,2.0,7136.689357031928,25-44_M,1,0,0,0,0,17
205,4,4,3,0,0,0,0,0,0,0,0,1,0,0,0,3.0,3.0,1.0,3,1,1,0,1,0,0.0,07:30:00,dom,35.0,praca,92.0,1,dom-praca,0,2.0,1896.4100281069275,25-44_K,0,0,1,0,0,7
206,4,4,3,0,0,0,0,0,0,0,0,1,0,0,0,3.0,3.0,1.0,3,1,1,0,1,0,0.0,14:50:00,praca,92.0,dom,35.0,3,praca-dom,0,2.0,1896.4100281069275,25-44_K,1,0,0,0,0,14
207,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,5.0,3,0,1,0,1,0,0.0,06:30:00,dom,34.0,praca,89.0,1,dom-praca,0,3.0,1711.754677454955,25-44_M,0,0,1,0,0,6
208,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,4.0,4.0,5.0,3,0,1,0,1,0,0.0,15:00:00,praca,89.0,dom,34.0,3,praca-dom,0,3.0,1711.754677454955,25-44_M,1,0,0,0,0,15
209,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,5.0,3,1,1,0,1,1,0.0,05:30:00,dom,34.0,praca,91.0,1,dom-praca,0,3.0,834.6862735180499,25-44_K,0,0,1,0,0,5
210,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,5.0,3,1,1,0,1,1,0.0,14:30:00,praca,91.0,dom,34.0,3,praca-dom,0,3.0,834.6862735180499,25-44_K,1,0,0,0,0,14
211,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,1,1,1,0,0,1,0.5,07:30:00,dom,34.0,szkoła,36.0,1,dom-szkoła,2,3.0,745.8308837525484,16-19_K,0,0,0,1,0,7
212,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,1,1,1,0,0,1,0.5,14:00:00,szkoła,36.0,dom,34.0,3,szkoła-dom,2,3.0,745.8308837525484,16-19_K,1,0,0,0,0,14
213,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,0,0,1,0,0,1,0.5,07:40:00,dom,34.0,szkoła,34.0,1,dom-szkoła,2,3.0,0.0,6-15_M,0,0,0,1,0,7
214,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,0,0,1,0,0,1,0.5,14:20:00,szkoła,34.0,dom,34.0,3,szkoła-dom,2,3.0,0.0,6-15_M,1,0,0,0,0,14
215,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,0,0,0,1,0,1.0,08:00:00,dom,35.0,inne,333.0,1,dom-Inne,1,0.0,2423.654947992799,66-x_M,0,1,0,0,0,8
216,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,5,0,0,0,1,0,1.0,13:30:00,Inne,333.0,dom,35.0,2,Inne-dom,1,0.0,2423.654947992799,66-x_M,1,0,0,0,0,13
217,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,5,0,1,0,1,0,0.5,09:00:00,dom,35.0,inne,60.0,1,dom-Inne,1,2.0,3946.1269440745436,66-x_M,0,1,0,0,0,9
218,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,5,0,1,0,1,0,0.5,10:00:00,Inne,60.0,inne,60.0,2,Inne-Inne,0,2.0,0.0,66-x_M,0,1,0,0,0,10
219,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,4,1,1,0,1,0,0.0,09:00:00,dom,35.0,inne,60.0,1,dom-Inne,1,2.0,3946.1269440745436,45-60_K,0,1,0,0,0,9
222,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,4,1,1,0,1,0,0.0,17:50:00,Inne,60.0,dom,35.0,3,Inne-dom,0,2.0,3946.1269440745436,45-60_K,1,0,0,0,0,17
225,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,4,1,1,0,1,0,0.0,19:10:00,Inne,66.0,dom,35.0,4,Inne-dom,0,2.0,4126.833971413565,45-60_K,1,0,0,0,0,19
228,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,1,0,0.0,08:00:00,dom,35.0,inne,24.0,1,dom-Inne,1,2.0,3365.4633625123056,45-60_K,0,1,0,0,0,8
229,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,3.0,3.0,2.0,4,1,1,0,1,0,0.0,10:40:00,Inne,24.0,dom,35.0,2,Inne-dom,1,2.0,3365.4633625123056,45-60_K,1,0,0,0,0,10
232,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,1,0.5,07:00:00,dom,35.0,uczelnia,71.0,1,dom-uczelnia,3,0.0,2121.855833301975,20-24_M,0,0,0,0,1,7
233,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,1,0.5,13:30:00,uczelnia,71.0,dom,35.0,2,uczelnia-dom,3,0.0,2121.855833301975,20-24_M,1,0,0,0,0,13
234,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,1,0.5,09:00:00,dom,35.0,uczelnia,71.0,1,dom-uczelnia,1,0.0,2121.855833301975,20-24_M,0,0,0,0,1,9
235,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,0,1,0,1,1,0.5,13:05:00,uczelnia,71.0,dom,35.0,2,uczelnia-dom,1,0.0,2121.855833301975,20-24_M,1,0,0,0,0,13
236,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,1,1,0,1,1,0.5,08:45:00,dom,35.0,uczelnia,29.0,1,dom-uczelnia,1,0.0,1660.597580976759,20-24_K,0,0,0,0,1,8
237,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,1,1,0,1,1,0.5,14:45:00,uczelnia,29.0,dom,35.0,3,uczelnia-dom,1,0.0,1660.597580976759,20-24_K,1,0,0,0,0,14
238,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,5.0,5.0,2.0,5,1,1,0,0,0,0.5,07:00:00,dom,35.0,inne,344.0,1,dom-Inne,1,1.0,1611.7094627777067,61-x_K,0,1,0,0,0,7
